ID,language,title,abstract,lowerCorner,upperCorner,link,download,protocol,source,subject
"SAE:dif_eta_miroc5_rcp45_20km_prec_2071-2099_djf","pt","dif_eta_miroc5_rcp45_20km_prec_2071-2099_djf(SAE:dif_eta_miroc5_rcp45_20km_prec_2071-2099_djf)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_miroc5_rcp45_20km_prec_2071-2099_djf","WFS","INDE","dif_eta_miroc5_rcp45_20km_prec_2071-2099_djf,features"
"SAE:dif_eta_miroc5_rcp45_20km_prec_2071-2099_jja","pt","dif_eta_miroc5_rcp45_20km_prec_2071-2099_jja(SAE:dif_eta_miroc5_rcp45_20km_prec_2071-2099_jja)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_miroc5_rcp45_20km_prec_2071-2099_jja","WFS","INDE","dif_eta_miroc5_rcp45_20km_prec_2071-2099_jja,features"
"SAE:dif_eta_miroc5_rcp45_20km_tp2m_2011-2040_djf","pt","dif_eta_miroc5_rcp45_20km_tp2m_2011-2040_djf(SAE:dif_eta_miroc5_rcp45_20km_tp2m_2011-2040_djf)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_miroc5_rcp45_20km_tp2m_2011-2040_djf","WFS","INDE","features,dif_eta_miroc5_rcp45_20km_tp2m_2011-2040_djf"
"SAE:dif_eta_miroc5_rcp45_20km_tp2m_2011-2040_jja","pt","dif_eta_miroc5_rcp45_20km_tp2m_2011-2040_jja(SAE:dif_eta_miroc5_rcp45_20km_tp2m_2011-2040_jja)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_miroc5_rcp45_20km_tp2m_2011-2040_jja","WFS","INDE","dif_eta_miroc5_rcp45_20km_tp2m_2011-2040_jja,features"
"SAE:dif_eta_miroc5_rcp45_20km_tp2m_2041-2070_djf","pt","dif_eta_miroc5_rcp45_20km_tp2m_2041-2070_djf(SAE:dif_eta_miroc5_rcp45_20km_tp2m_2041-2070_djf)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_miroc5_rcp45_20km_tp2m_2041-2070_djf","WFS","INDE","dif_eta_miroc5_rcp45_20km_tp2m_2041-2070_djf,features"
"SAE:dif_eta_miroc5_rcp45_20km_tp2m_2041-2070_jja","pt","dif_eta_miroc5_rcp45_20km_tp2m_2041-2070_jja(SAE:dif_eta_miroc5_rcp45_20km_tp2m_2041-2070_jja)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_miroc5_rcp45_20km_tp2m_2041-2070_jja","WFS","INDE","dif_eta_miroc5_rcp45_20km_tp2m_2041-2070_jja,features"
"SAE:dif_eta_miroc5_rcp45_20km_tp2m_2071-2099_djf","pt","dif_eta_miroc5_rcp45_20km_tp2m_2071-2099_djf(SAE:dif_eta_miroc5_rcp45_20km_tp2m_2071-2099_djf)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_miroc5_rcp45_20km_tp2m_2071-2099_djf","WFS","INDE","dif_eta_miroc5_rcp45_20km_tp2m_2071-2099_djf,features"
"SAE:dif_eta_miroc5_rcp45_20km_tp2m_2071-2099_jja","pt","dif_eta_miroc5_rcp45_20km_tp2m_2071-2099_jja(SAE:dif_eta_miroc5_rcp45_20km_tp2m_2071-2099_jja)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_miroc5_rcp45_20km_tp2m_2071-2099_jja","WFS","INDE","features,dif_eta_miroc5_rcp45_20km_tp2m_2071-2099_jja"
"SAE:dif_eta_miroc5_rcp85_20km_prec_2011-2040_djf","pt","dif_eta_miroc5_rcp85_20km_prec_2011-2040_djf(SAE:dif_eta_miroc5_rcp85_20km_prec_2011-2040_djf)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_miroc5_rcp85_20km_prec_2011-2040_djf","WFS","INDE","dif_eta_miroc5_rcp85_20km_prec_2011-2040_djf,features"
"SAE:dif_eta_miroc5_rcp85_20km_prec_2011-2040_jja","pt","dif_eta_miroc5_rcp85_20km_prec_2011-2040_jja(SAE:dif_eta_miroc5_rcp85_20km_prec_2011-2040_jja)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_miroc5_rcp85_20km_prec_2011-2040_jja","WFS","INDE","dif_eta_miroc5_rcp85_20km_prec_2011-2040_jja,features"
"SAE:dif_eta_miroc5_rcp85_20km_prec_2041-2070_djf","pt","dif_eta_miroc5_rcp85_20km_prec_2041-2070_djf(SAE:dif_eta_miroc5_rcp85_20km_prec_2041-2070_djf)","","-104.2780000105732 -50.77800001049839","-24.921998845017608 28.57800115505721","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_miroc5_rcp85_20km_prec_2041-2070_djf","WFS","INDE","features,dif_eta_miroc5_rcp85_20km_prec_2041-2070_djf"
"SAE:dif_eta_miroc5_rcp85_20km_tp2m_2011-2040_djf","pt","dif_eta_miroc5_rcp85_20km_tp2m_2011-2040_djf(SAE:dif_eta_miroc5_rcp85_20km_tp2m_2011-2040_djf)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_miroc5_rcp85_20km_tp2m_2011-2040_djf","WFS","INDE","dif_eta_miroc5_rcp85_20km_tp2m_2011-2040_djf,features"
"SAE:dif_eta_miroc5_rcp85_20km_tp2m_2011-2040_jja","pt","dif_eta_miroc5_rcp85_20km_tp2m_2011-2040_jja(SAE:dif_eta_miroc5_rcp85_20km_tp2m_2011-2040_jja)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_miroc5_rcp85_20km_tp2m_2011-2040_jja","WFS","INDE","dif_eta_miroc5_rcp85_20km_tp2m_2011-2040_jja,features"
"MDIC:estab_com","pt","estab_com(MDIC:estab_com)","","-73.9913915619595 -33.752013692506786","-32.3924574827765 5.271789907204701","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:estab_com","WFS","INDE","features,estab_com"
"SAE:eta_miroc5_rcp85_20km_tp2m_2071-2099_jja","pt","eta_miroc5_rcp85_20km_tp2m_2071-2099_jja(SAE:eta_miroc5_rcp85_20km_tp2m_2071-2099_jja)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:eta_miroc5_rcp85_20km_tp2m_2071-2099_jja","WFS","INDE","eta_miroc5_rcp85_20km_tp2m_2071-2099_jja,features"
"gn:gboundaries","pt","gboundaries(gn:gboundaries)","","-180.0 -89.9","180.0 83.627","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=gn:gboundaries","WFS","INDE",""
"SAE:max_eta_ensemble_20km_prec_2011-2040_Ver","pt","max_eta_ensemble_20km_prec_2011-2040_djf(SAE:max_eta_ensemble_20km_prec_2011-2040_Ver)","","-99.99999999999999 -49.99999999907137","-29.200000000000017 27.799999999220994","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:max_eta_ensemble_20km_prec_2011-2040_Ver","WFS","INDE","max_eta_ensemble_20km_prec_2011-2040_djf,features"
"SAE:max_eta_ensemble_20km_prec_2011-2040_jja","pt","max_eta_ensemble_20km_prec_2011-2040_jja(SAE:max_eta_ensemble_20km_prec_2011-2040_jja)","","-104.27799999912911 -50.777999999054295","-24.922000000870895 28.577999999203918","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:max_eta_ensemble_20km_prec_2011-2040_jja","WFS","INDE","max_eta_ensemble_20km_prec_2011-2040_jja,features"
"SAE:max_eta_ensemble_20km_prec_2041-2070_jja","pt","max_eta_ensemble_20km_prec_2041-2070_jja(SAE:max_eta_ensemble_20km_prec_2041-2070_jja)","","-99.99999999999999 -49.99999999907137","-29.19998168945303 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:max_eta_ensemble_20km_prec_2041-2070_jja","WFS","INDE","max_eta_ensemble_20km_prec_2041-2070_jja,features"
"SAE:max_eta_ensemble_20km_tp2m_2011-2040_djf","pt","max_eta_ensemble_20km_tp2m_2011-2040_djf(SAE:max_eta_ensemble_20km_tp2m_2011-2040_djf)","","-99.99999999999999 -49.99999999907137","-29.200000000000017 27.799999999220994","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:max_eta_ensemble_20km_tp2m_2011-2040_djf","WFS","INDE","features,max_eta_ensemble_20km_tp2m_2011-2040_djf"
"SAE:max_eta_ensemble_20km_tp2m_2011-2040_jja","pt","max_eta_ensemble_20km_tp2m_2011-2040_jja(SAE:max_eta_ensemble_20km_tp2m_2011-2040_jja)","","-99.99999999999999 -49.99999999907137","-29.200000000000017 27.799999999220994","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:max_eta_ensemble_20km_tp2m_2011-2040_jja","WFS","INDE","features,max_eta_ensemble_20km_tp2m_2011-2040_jja"
"SAE:min_eta_ensemble_20km_prec_2011-2040_djf","pt","min_eta_ensemble_20km_prec_2011-2040_djf(SAE:min_eta_ensemble_20km_prec_2011-2040_djf)","","-99.99999999999999 -49.99999999907137","-29.200000000000017 27.799999999220994","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:min_eta_ensemble_20km_prec_2011-2040_djf","WFS","INDE","min_eta_ensemble_20km_prec_2011-2040_djf,features"
"SAE:min_eta_ensemble_20km_prec_2011-2040_jja","pt","min_eta_ensemble_20km_prec_2011-2040_jja(SAE:min_eta_ensemble_20km_prec_2011-2040_jja)","","-99.99999999999999 -49.99999999907137","-29.200000000000017 27.799999999220994","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:min_eta_ensemble_20km_prec_2011-2040_jja","WFS","INDE","features,min_eta_ensemble_20km_prec_2011-2040_jja"
"SAE:min_eta_ensemble_20km_tp2m_2011-2040_djf","pt","min_eta_ensemble_20km_tp2m_2011-2040_djf(SAE:min_eta_ensemble_20km_tp2m_2011-2040_djf)","","-99.99999999999999 -49.99999999907137","-29.200000000000017 27.799999999220994","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:min_eta_ensemble_20km_tp2m_2011-2040_djf","WFS","INDE","features,min_eta_ensemble_20km_tp2m_2011-2040_djf"
"SAE:min_eta_ensemble_20km_tp2m_2011-2040_jja","pt","min_eta_ensemble_20km_tp2m_2011-2040_jja(SAE:min_eta_ensemble_20km_tp2m_2011-2040_jja)","","-99.99999999999999 -49.99999999907137","-29.200000000000017 27.799999999220994","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:min_eta_ensemble_20km_tp2m_2011-2040_jja","WFS","INDE","min_eta_ensemble_20km_tp2m_2011-2040_jja,features"
"MDIC:rendimento","pt","rendimento(MDIC:rendimento)","","-73.9913915619595 -33.752013692506786","-32.3924574827765 5.271789907204701","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:rendimento","WFS","INDE","rendimento,features"
"MDIC:simples_co","pt","simples_co(MDIC:simples_co)","","-73.9913915619595 -33.752013692506786","-32.3924574827765 5.271789907204701","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:simples_co","WFS","INDE","features,simples_co"
"MDIC:simples_se","pt","simples_se(MDIC:simples_se)","","-73.9913915619595 -33.752013692506786","-32.3924574827765 5.271789907204701","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDIC:simples_se","WFS","INDE","simples_se,features"
"ICA:waypoint17set15","pt","waypoint17set15(ICA:waypoint17set15)","","-77.122777778 -37.929722222","-9.999444444 18.432936111","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=ICA:waypoint17set15","WFS","INDE","features,waypoint17set15"
